cancellation_id,flight_id,cancellation_reason,cancelled_at
CXL003277,FLT0067575,Air Traffic Control,2025-10-04 14:45:00
CXL003278,FLT0067578,Air Traffic Control,2026-01-14 12:30:00
CXL003279,FLT0067599,Severe Weather,2026-06-27 21:30:00
CXL003280,FLT0067607,Mechanical Issue,2025-11-10 03:00:00
CXL003281,FLT0067611,Mechanical Issue,2025-11-04 07:00:00
CXL003282,FLT0067613,Crew Shortage,2026-04-10 20:45:00
CXL003283,FLT0067645,Low Booking Demand,2026-05-31 18:15:00
CXL003284,FLT0067662,Mechanical Issue,2025-10-25 06:30:00
CXL003285,FLT0067754,Low Booking Demand,2025-08-14 01:00:00
CXL003286,FLT0067770,Airport Closure,2026-05-03 00:15:00
CXL003287,FLT0067782,Crew Shortage,2025-09-21 11:15:00
CXL003288,FLT0067791,Mechanical Issue,2025-12-26 08:45:00
CXL003289,FLT0067824,Low Booking Demand,2026-06-18 14:15:00
CXL003290,FLT0067834,Low Booking Demand,2025-11-24 22:15:00
CXL003291,FLT0067836,Airport Closure,2026-07-15 01:45:00
CXL003292,FLT0067847,Airport Closure,2025-10-01 16:15:00
CXL003293,FLT0067850,Mechanical Issue,2025-09-16 18:45:00
CXL003294,FLT0067883,Severe Weather,2026-04-19 00:15:00
CXL003295,FLT0067886,Mechanical Issue,2025-12-23 04:00:00
CXL003296,FLT0067962,Severe Weather,2026-05-28 13:00:00
CXL003297,FLT0067992,Low Booking Demand,2025-12-23 20:00:00
CXL003298,FLT0067997,Mechanical Issue,2026-03-24 07:00:00
CXL003299,FLT0068002,Mechanical Issue,2025-11-22 04:00:00
CXL003300,FLT0068036,Air Traffic Control,2026-05-11 03:30:00
CXL003301,FLT0068060,Low Booking Demand,2026-06-08 14:45:00
CXL003302,FLT0068063,Air Traffic Control,2025-12-03 08:45:00
CXL003303,FLT0068070,Severe Weather,2025-09-14 11:00:00
CXL003304,FLT0068086,Severe Weather,2026-04-03 22:45:00
CXL003305,FLT0068107,Airport Closure,2026-04-03 11:45:00
CXL003306,FLT0068124,Crew Shortage,2026-07-22 18:45:00
CXL003307,FLT0068151,Crew Shortage,2025-12-13 20:30:00
CXL003308,FLT0068173,Mechanical Issue,2026-03-30 04:30:00
CXL003309,FLT0068203,Low Booking Demand,2025-08-17 21:45:00
CXL003310,FLT0068232,Low Booking Demand,2025-11-10 04:00:00
CXL003311,FLT0068233,Severe Weather,2026-01-23 12:15:00
CXL003312,FLT0068236,Mechanical Issue,2025-10-25 15:00:00
CXL003313,FLT0068325,Airport Closure,2025-11-30 18:15:00
CXL003314,FLT0068344,Crew Shortage,2025-12-12 04:00:00
CXL003315,FLT0068382,Airport Closure,2026-07-11 06:00:00
CXL003316,FLT0068383,Airport Closure,2025-08-24 07:00:00
CXL003317,FLT0068389,Severe Weather,2025-08-06 16:45:00
CXL003318,FLT0068397,Airport Closure,2026-07-21 14:30:00
CXL003319,FLT0068455,Crew Shortage,2025-10-15 10:30:00
CXL003320,FLT0068458,Mechanical Issue,2026-04-16 17:15:00
CXL003321,FLT0068481,Mechanical Issue,2025-09-24 06:15:00
CXL003322,FLT0068498,Severe Weather,2025-12-17 01:30:00
CXL003323,FLT0068512,Severe Weather,2025-08-23 00:30:00
CXL003324,FLT0068515,Mechanical Issue,2026-01-11 08:00:00
CXL003325,FLT0068517,Low Booking Demand,2026-06-13 20:30:00
CXL003326,FLT0068518,Severe Weather,2025-08-02 15:45:00
CXL003327,FLT0068524,Low Booking Demand,2026-01-29 03:30:00
CXL003328,FLT0068536,Airport Closure,2026-07-24 07:30:00
CXL003329,FLT0068580,Severe Weather,2026-07-12 13:00:00
CXL003330,FLT0068587,Mechanical Issue,2026-05-24 15:30:00
CXL003331,FLT0068595,Crew Shortage,2026-03-26 08:15:00
CXL003332,FLT0068597,Air Traffic Control,2026-05-10 10:00:00
CXL003333,FLT0068618,Severe Weather,2025-11-10 00:45:00
CXL003334,FLT0068669,Severe Weather,2025-10-07 05:15:00
CXL003335,FLT0068724,Mechanical Issue,2025-08-16 05:30:00
CXL003336,FLT0068725,Air Traffic Control,2025-08-10 00:45:00
CXL003337,FLT0068766,Air Traffic Control,2025-08-27 18:30:00
CXL003338,FLT0068782,Crew Shortage,2025-10-10 16:15:00
CXL003339,FLT0068786,Crew Shortage,2026-06-05 11:15:00
CXL003340,FLT0068789,Airport Closure,2026-05-01 19:00:00
CXL003341,FLT0068843,Airport Closure,2025-09-27 19:45:00
CXL003342,FLT0068853,Airport Closure,2026-07-05 00:30:00
CXL003343,FLT0068862,Airport Closure,2025-08-08 02:45:00
CXL003344,FLT0068864,Severe Weather,2025-11-02 08:15:00
CXL003345,FLT0068876,Air Traffic Control,2025-08-29 21:45:00
CXL003346,FLT0068884,Severe Weather,2026-04-18 13:15:00
CXL003347,FLT0068888,Severe Weather,2025-10-24 10:00:00
CXL003348,FLT0068900,Mechanical Issue,2026-03-28 22:30:00
CXL003349,FLT0068950,Low Booking Demand,2026-07-31 17:45:00
CXL003350,FLT0068969,Severe Weather,2026-01-08 23:30:00
CXL003351,FLT0068978,Severe Weather,2025-09-30 09:15:00
CXL003352,FLT0069035,Air Traffic Control,2026-05-18 14:30:00
CXL003353,FLT0069045,Mechanical Issue,2025-11-21 22:30:00
CXL003354,FLT0069065,Mechanical Issue,2025-08-27 13:15:00
CXL003355,FLT0069069,Airport Closure,2026-03-13 10:00:00
CXL003356,FLT0069080,Crew Shortage,2025-12-28 17:15:00
CXL003357,FLT0069092,Airport Closure,2025-08-10 15:15:00
CXL003358,FLT0069115,Crew Shortage,2026-01-13 01:45:00
CXL003359,FLT0069168,Mechanical Issue,2025-08-03 20:15:00
CXL003360,FLT0069190,Air Traffic Control,2025-12-17 17:30:00
CXL003361,FLT0069198,Low Booking Demand,2025-10-17 12:15:00
CXL003362,FLT0069236,Air Traffic Control,2026-03-04 05:45:00
CXL003363,FLT0069266,Severe Weather,2026-05-26 10:45:00
CXL003364,FLT0069280,Severe Weather,2026-05-13 20:30:00
CXL003365,FLT0069283,Mechanical Issue,2026-02-11 03:00:00
CXL003366,FLT0069303,Crew Shortage,2025-11-19 01:00:00
CXL003367,FLT0069342,Low Booking Demand,2026-03-09 04:15:00
CXL003368,FLT0069348,Severe Weather,2026-03-13 06:15:00
CXL003369,FLT0069370,Airport Closure,2026-06-02 02:00:00
CXL003370,FLT0069385,Crew Shortage,2025-12-12 13:45:00
CXL003371,FLT0069387,Mechanical Issue,2025-08-09 23:30:00
CXL003372,FLT0069410,Crew Shortage,2026-06-26 06:45:00
CXL003373,FLT0069414,Mechanical Issue,2025-09-06 10:15:00
CXL003374,FLT0069432,Air Traffic Control,2026-07-25 01:30:00
CXL003375,FLT0069449,Severe Weather,2026-04-13 03:30:00
CXL003376,FLT0069459,Airport Closure,2026-05-28 12:30:00
CXL003377,FLT0069492,Crew Shortage,2026-07-31 18:00:00
CXL003378,FLT0069536,Air Traffic Control,2026-05-03 04:15:00
CXL003379,FLT0069565,Airport Closure,2026-02-02 10:30:00
CXL003380,FLT0069566,Airport Closure,2025-11-20 19:45:00
CXL003381,FLT0069603,Airport Closure,2026-06-17 23:15:00
CXL003382,FLT0069624,Mechanical Issue,2025-11-30 19:45:00
CXL003383,FLT0069638,Mechanical Issue,2025-09-27 11:30:00
CXL003384,FLT0069656,Air Traffic Control,2025-08-11 07:00:00
CXL003385,FLT0069660,Air Traffic Control,2026-03-18 00:30:00
CXL003386,FLT0069669,Low Booking Demand,2026-06-24 14:15:00
CXL003387,FLT0069723,Airport Closure,2026-04-08 15:15:00
CXL003388,FLT0069746,Low Booking Demand,2025-11-28 21:00:00
CXL003389,FLT0069755,Air Traffic Control,2025-12-20 01:15:00
CXL003390,FLT0069780,Airport Closure,2026-03-06 17:45:00
CXL003391,FLT0069782,Low Booking Demand,2026-01-08 14:00:00
CXL003392,FLT0069783,Airport Closure,2025-10-10 02:00:00
CXL003393,FLT0069785,Crew Shortage,2025-11-14 20:30:00
CXL003394,FLT0069839,Mechanical Issue,2025-12-10 12:45:00
CXL003395,FLT0069846,Low Booking Demand,2025-11-20 09:45:00
CXL003396,FLT0069889,Crew Shortage,2026-06-18 20:30:00
CXL003397,FLT0069901,Air Traffic Control,2025-10-28 04:15:00
CXL003398,FLT0069959,Airport Closure,2025-10-27 16:00:00
CXL003399,FLT0070055,Mechanical Issue,2026-05-20 20:15:00
CXL003400,FLT0070060,Airport Closure,2025-09-27 02:45:00
CXL003401,FLT0070067,Severe Weather,2025-09-04 09:15:00
CXL003402,FLT0070082,Low Booking Demand,2026-03-28 19:00:00
CXL003403,FLT0070091,Crew Shortage,2026-03-27 22:00:00
CXL003404,FLT0070102,Severe Weather,2025-08-02 18:00:00
CXL003405,FLT0070158,Airport Closure,2026-02-27 19:30:00
CXL003406,FLT0070182,Mechanical Issue,2025-11-02 17:00:00
CXL003407,FLT0070235,Air Traffic Control,2026-05-23 02:45:00
CXL003408,FLT0070237,Severe Weather,2026-02-10 16:15:00
CXL003409,FLT0070253,Severe Weather,2025-10-09 15:30:00
CXL003410,FLT0070270,Crew Shortage,2025-08-25 18:00:00
CXL003411,FLT0070274,Mechanical Issue,2026-03-01 10:30:00
CXL003412,FLT0070283,Severe Weather,2025-10-05 06:15:00
CXL003413,FLT0070290,Airport Closure,2026-03-04 04:30:00
CXL003414,FLT0070323,Severe Weather,2026-04-21 03:30:00
CXL003415,FLT0070357,Severe Weather,2026-06-23 15:15:00
CXL003416,FLT0070364,Mechanical Issue,2026-06-26 19:00:00
CXL003417,FLT0070405,Crew Shortage,2025-12-01 18:45:00
CXL003418,FLT0070489,Crew Shortage,2026-03-27 16:45:00
CXL003419,FLT0070537,Severe Weather,2026-01-28 15:30:00
CXL003420,FLT0070540,Low Booking Demand,2025-08-06 05:15:00
CXL003421,FLT0070563,Airport Closure,2026-03-16 13:00:00
CXL003422,FLT0070566,Airport Closure,2025-08-04 18:45:00
CXL003423,FLT0070572,Airport Closure,2025-08-17 15:30:00
CXL003424,FLT0070599,Low Booking Demand,2026-05-23 08:15:00
CXL003425,FLT0070606,Severe Weather,2026-07-20 01:45:00
CXL003426,FLT0070610,Airport Closure,2026-07-07 06:00:00
CXL003427,FLT0070637,Airport Closure,2026-07-11 23:15:00
CXL003428,FLT0070678,Crew Shortage,2026-05-29 07:30:00
CXL003429,FLT0070685,Low Booking Demand,2026-06-13 01:15:00
CXL003430,FLT0070690,Severe Weather,2026-05-29 18:00:00
CXL003431,FLT0070735,Severe Weather,2026-05-24 02:15:00
CXL003432,FLT0070742,Airport Closure,2026-06-24 16:00:00
CXL003433,FLT0070768,Mechanical Issue,2026-07-07 02:00:00
CXL003434,FLT0070822,Air Traffic Control,2025-10-20 15:45:00
CXL003435,FLT0070836,Air Traffic Control,2026-05-04 18:45:00
CXL003436,FLT0070863,Crew Shortage,2026-08-01 02:30:00
CXL003437,FLT0070908,Airport Closure,2026-01-12 18:30:00
CXL003438,FLT0070922,Crew Shortage,2026-08-01 22:45:00
CXL003439,FLT0070927,Severe Weather,2026-04-27 20:15:00
CXL003440,FLT0070931,Crew Shortage,2025-11-25 07:45:00
CXL003441,FLT0070932,Severe Weather,2026-05-11 19:00:00
CXL003442,FLT0070949,Air Traffic Control,2025-08-11 05:15:00
CXL003443,FLT0070953,Air Traffic Control,2025-08-10 16:00:00
CXL003444,FLT0070977,Low Booking Demand,2026-01-18 21:30:00
CXL003445,FLT0070989,Air Traffic Control,2026-03-10 16:00:00
CXL003446,FLT0071010,Crew Shortage,2025-10-08 22:00:00
CXL003447,FLT0071013,Severe Weather,2026-06-30 01:30:00
CXL003448,FLT0071037,Airport Closure,2025-11-25 15:45:00
CXL003449,FLT0071041,Air Traffic Control,2026-05-26 10:15:00
CXL003450,FLT0071094,Airport Closure,2026-07-18 13:00:00
CXL003451,FLT0071103,Air Traffic Control,2026-04-03 00:15:00
CXL003452,FLT0071108,Airport Closure,2026-05-19 00:00:00
CXL003453,FLT0071109,Severe Weather,2026-02-26 14:45:00
CXL003454,FLT0071124,Mechanical Issue,2025-11-19 02:45:00
CXL003455,FLT0071144,Crew Shortage,2025-11-15 21:00:00
CXL003456,FLT0071151,Air Traffic Control,2026-03-03 08:30:00
CXL003457,FLT0071157,Crew Shortage,2025-11-20 18:15:00
CXL003458,FLT0071161,Crew Shortage,2025-12-27 03:00:00
CXL003459,FLT0071193,Air Traffic Control,2025-10-31 10:30:00
CXL003460,FLT0071200,Severe Weather,2026-06-12 17:45:00
CXL003461,FLT0071205,Airport Closure,2026-06-10 20:30:00
CXL003462,FLT0071220,Low Booking Demand,2026-06-25 03:30:00
CXL003463,FLT0071255,Mechanical Issue,2026-01-08 17:30:00
CXL003464,FLT0071263,Air Traffic Control,2026-02-19 02:15:00
CXL003465,FLT0071287,Mechanical Issue,2026-01-08 14:15:00
CXL003466,FLT0071316,Airport Closure,2026-04-05 06:15:00
CXL003467,FLT0071318,Low Booking Demand,2025-10-09 19:00:00
CXL003468,FLT0071350,Crew Shortage,2026-03-28 17:15:00
CXL003469,FLT0071367,Severe Weather,2026-04-08 02:00:00
CXL003470,FLT0071371,Mechanical Issue,2026-01-01 12:45:00
CXL003471,FLT0071382,Crew Shortage,2025-07-31 06:45:00
CXL003472,FLT0071424,Airport Closure,2025-10-29 15:45:00
CXL003473,FLT0071436,Air Traffic Control,2025-12-14 12:00:00
CXL003474,FLT0071450,Mechanical Issue,2026-01-20 18:45:00
CXL003475,FLT0071451,Severe Weather,2026-06-01 04:00:00
CXL003476,FLT0071463,Crew Shortage,2026-01-14 03:45:00
CXL003477,FLT0071471,Crew Shortage,2026-07-15 10:30:00
CXL003478,FLT0071474,Air Traffic Control,2025-11-20 20:30:00
CXL003479,FLT0071531,Low Booking Demand,2026-02-08 12:45:00
CXL003480,FLT0071564,Severe Weather,2026-04-13 22:45:00
CXL003481,FLT0071565,Severe Weather,2026-02-27 13:45:00
CXL003482,FLT0071592,Mechanical Issue,2026-02-04 00:15:00
CXL003483,FLT0071594,Severe Weather,2026-01-18 11:00:00
CXL003484,FLT0071596,Crew Shortage,2026-04-13 00:45:00
CXL003485,FLT0071605,Mechanical Issue,2025-11-30 04:00:00
CXL003486,FLT0071713,Airport Closure,2025-09-08 00:00:00
CXL003487,FLT0071747,Crew Shortage,2026-07-14 23:45:00
CXL003488,FLT0071775,Air Traffic Control,2026-05-25 19:45:00
CXL003489,FLT0071793,Severe Weather,2025-09-14 22:15:00
CXL003490,FLT0071809,Airport Closure,2026-05-17 05:30:00
CXL003491,FLT0071828,Mechanical Issue,2026-02-04 12:00:00
CXL003492,FLT0071873,Airport Closure,2026-02-09 22:30:00
CXL003493,FLT0071928,Air Traffic Control,2026-07-06 07:15:00
CXL003494,FLT0071942,Severe Weather,2025-11-09 07:15:00
CXL003495,FLT0071948,Mechanical Issue,2025-12-13 01:00:00
CXL003496,FLT0071963,Low Booking Demand,2025-09-15 13:45:00
CXL003497,FLT0072045,Severe Weather,2026-02-10 15:00:00
CXL003498,FLT0072052,Mechanical Issue,2026-08-02 07:45:00
CXL003499,FLT0072057,Mechanical Issue,2025-12-13 16:45:00
CXL003500,FLT0072060,Airport Closure,2025-09-03 04:45:00
CXL003501,FLT0072066,Severe Weather,2026-06-15 02:00:00
CXL003502,FLT0072108,Crew Shortage,2026-05-02 01:00:00
CXL003503,FLT0072150,Severe Weather,2026-07-21 06:45:00
CXL003504,FLT0072198,Airport Closure,2025-12-24 06:00:00
CXL003505,FLT0072216,Airport Closure,2025-08-27 04:00:00
CXL003506,FLT0072218,Low Booking Demand,2025-08-15 13:00:00
CXL003507,FLT0072252,Crew Shortage,2025-12-13 12:45:00
CXL003508,FLT0072290,Crew Shortage,2025-09-06 16:30:00
CXL003509,FLT0072300,Low Booking Demand,2026-07-25 02:00:00
CXL003510,FLT0072306,Airport Closure,2026-03-24 00:45:00
CXL003511,FLT0072314,Severe Weather,2026-06-09 02:45:00
CXL003512,FLT0072332,Crew Shortage,2025-11-16 01:15:00
CXL003513,FLT0072358,Mechanical Issue,2025-10-19 04:30:00
CXL003514,FLT0072376,Low Booking Demand,2026-04-29 07:30:00
CXL003515,FLT0072384,Severe Weather,2025-12-04 02:45:00
CXL003516,FLT0072387,Airport Closure,2025-08-26 03:45:00
CXL003517,FLT0072421,Air Traffic Control,2025-11-06 22:15:00
CXL003518,FLT0072431,Severe Weather,2026-06-17 09:15:00
CXL003519,FLT0072443,Crew Shortage,2026-08-01 00:30:00
CXL003520,FLT0072484,Mechanical Issue,2025-12-24 08:30:00
CXL003521,FLT0072487,Air Traffic Control,2026-02-03 22:00:00
CXL003522,FLT0072492,Air Traffic Control,2025-08-08 16:30:00
CXL003523,FLT0072518,Mechanical Issue,2025-08-18 02:00:00
CXL003524,FLT0072548,Low Booking Demand,2026-04-24 12:15:00
CXL003525,FLT0072566,Airport Closure,2025-11-10 21:00:00
CXL003526,FLT0072588,Crew Shortage,2026-04-30 18:45:00
CXL003527,FLT0072608,Mechanical Issue,2026-01-14 16:45:00
CXL003528,FLT0072621,Airport Closure,2026-03-21 01:15:00
CXL003529,FLT0072624,Crew Shortage,2026-07-04 03:15:00
CXL003530,FLT0072627,Airport Closure,2026-06-08 09:45:00
CXL003531,FLT0072628,Severe Weather,2026-05-06 03:15:00
CXL003532,FLT0072632,Airport Closure,2025-10-13 05:15:00
CXL003533,FLT0072676,Airport Closure,2026-02-28 02:00:00
CXL003534,FLT0072710,Severe Weather,2025-08-06 00:45:00
CXL003535,FLT0072750,Crew Shortage,2026-01-04 20:45:00
CXL003536,FLT0072790,Mechanical Issue,2025-09-21 11:00:00
CXL003537,FLT0072795,Airport Closure,2025-10-28 15:00:00
CXL003538,FLT0072810,Crew Shortage,2026-04-23 11:45:00
CXL003539,FLT0072865,Severe Weather,2026-07-02 04:30:00
CXL003540,FLT0072895,Severe Weather,2026-05-30 20:00:00
CXL003541,FLT0072910,Mechanical Issue,2025-12-25 03:00:00
CXL003542,FLT0072921,Severe Weather,2026-01-04 06:45:00
CXL003543,FLT0072922,Crew Shortage,2025-12-05 10:45:00
CXL003544,FLT0072952,Air Traffic Control,2025-08-21 11:45:00
CXL003545,FLT0072965,Low Booking Demand,2026-02-08 18:00:00
CXL003546,FLT0072970,Severe Weather,2026-06-11 21:45:00
CXL003547,FLT0072975,Mechanical Issue,2026-07-17 19:15:00
CXL003548,FLT0073041,Low Booking Demand,2026-01-08 22:00:00
CXL003549,FLT0073051,Airport Closure,2025-12-26 16:45:00
CXL003550,FLT0073062,Low Booking Demand,2026-02-25 18:30:00
CXL003551,FLT0073065,Severe Weather,2025-08-04 19:30:00
CXL003552,FLT0073072,Mechanical Issue,2026-01-01 21:30:00
CXL003553,FLT0073084,Airport Closure,2026-07-02 19:00:00
CXL003554,FLT0073167,Mechanical Issue,2026-04-23 22:15:00
CXL003555,FLT0073169,Air Traffic Control,2025-08-22 18:00:00
CXL003556,FLT0073191,Airport Closure,2025-11-03 05:45:00
CXL003557,FLT0073193,Severe Weather,2025-12-02 16:30:00
CXL003558,FLT0073227,Low Booking Demand,2025-12-02 04:30:00
CXL003559,FLT0073234,Air Traffic Control,2026-06-14 00:45:00
CXL003560,FLT0073257,Airport Closure,2025-08-02 09:15:00
CXL003561,FLT0073308,Air Traffic Control,2026-07-14 07:30:00
CXL003562,FLT0073327,Mechanical Issue,2026-03-13 17:45:00
CXL003563,FLT0073328,Air Traffic Control,2026-04-19 15:30:00
CXL003564,FLT0073370,Air Traffic Control,2025-11-07 06:15:00
CXL003565,FLT0073377,Crew Shortage,2026-02-11 02:15:00
CXL003566,FLT0073378,Mechanical Issue,2025-11-11 06:15:00
CXL003567,FLT0073390,Air Traffic Control,2025-12-29 22:45:00
CXL003568,FLT0073397,Air Traffic Control,2025-11-20 14:00:00
CXL003569,FLT0073425,Low Booking Demand,2026-03-22 04:00:00
CXL003570,FLT0073442,Crew Shortage,2026-01-13 05:30:00
CXL003571,FLT0073446,Low Booking Demand,2026-02-01 05:30:00
CXL003572,FLT0073472,Mechanical Issue,2026-05-14 03:45:00
CXL003573,FLT0073482,Airport Closure,2026-02-04 09:30:00
CXL003574,FLT0073520,Low Booking Demand,2026-04-21 03:30:00
CXL003575,FLT0073550,Severe Weather,2026-04-13 22:00:00
CXL003576,FLT0073575,Air Traffic Control,2025-10-13 17:15:00
CXL003577,FLT0073577,Mechanical Issue,2026-02-07 11:30:00
CXL003578,FLT0073580,Mechanical Issue,2026-02-13 05:45:00
CXL003579,FLT0073592,Crew Shortage,2026-07-06 12:00:00
CXL003580,FLT0073657,Severe Weather,2025-09-06 23:45:00
CXL003581,FLT0073670,Low Booking Demand,2025-11-04 10:30:00
CXL003582,FLT0073687,Crew Shortage,2026-03-03 13:45:00
CXL003583,FLT0073688,Crew Shortage,2026-05-22 04:45:00
CXL003584,FLT0073713,Air Traffic Control,2025-12-12 15:00:00
CXL003585,FLT0073726,Airport Closure,2026-05-30 04:15:00
CXL003586,FLT0073785,Severe Weather,2026-03-18 10:00:00
CXL003587,FLT0073801,Mechanical Issue,2026-01-07 15:45:00
CXL003588,FLT0073809,Severe Weather,2026-07-05 23:15:00
CXL003589,FLT0073810,Air Traffic Control,2025-11-14 02:45:00
CXL003590,FLT0073811,Air Traffic Control,2025-11-17 23:45:00
CXL003591,FLT0073844,Air Traffic Control,2026-05-12 17:30:00
CXL003592,FLT0073847,Crew Shortage,2026-03-11 10:45:00
CXL003593,FLT0073859,Low Booking Demand,2026-03-29 19:00:00
CXL003594,FLT0073868,Low Booking Demand,2026-06-09 22:15:00
CXL003595,FLT0073885,Air Traffic Control,2026-04-12 06:00:00
CXL003596,FLT0073919,Crew Shortage,2026-01-20 20:00:00
CXL003597,FLT0073920,Airport Closure,2026-04-30 22:45:00
CXL003598,FLT0073940,Airport Closure,2026-02-01 21:30:00
CXL003599,FLT0073959,Airport Closure,2025-10-14 08:00:00
CXL003600,FLT0074050,Low Booking Demand,2025-09-10 20:15:00
CXL003601,FLT0074053,Mechanical Issue,2026-03-15 17:45:00
CXL003602,FLT0074081,Low Booking Demand,2026-07-14 19:15:00
CXL003603,FLT0074104,Mechanical Issue,2026-01-28 21:30:00
CXL003604,FLT0074106,Mechanical Issue,2026-05-10 15:45:00
CXL003605,FLT0074121,Low Booking Demand,2026-04-25 18:45:00
CXL003606,FLT0074138,Crew Shortage,2026-05-17 06:15:00
CXL003607,FLT0074217,Low Booking Demand,2026-02-07 07:30:00
CXL003608,FLT0074227,Severe Weather,2026-07-31 01:00:00
CXL003609,FLT0074231,Airport Closure,2026-03-07 15:15:00
CXL003610,FLT0074245,Air Traffic Control,2026-04-22 00:00:00
CXL003611,FLT0074263,Mechanical Issue,2026-07-23 11:00:00
CXL003612,FLT0074277,Airport Closure,2026-01-31 11:00:00
CXL003613,FLT0074281,Severe Weather,2026-07-28 22:30:00
CXL003614,FLT0074297,Air Traffic Control,2026-04-17 01:45:00
CXL003615,FLT0074328,Mechanical Issue,2026-05-14 13:00:00
CXL003616,FLT0074353,Airport Closure,2026-06-26 14:15:00
CXL003617,FLT0074357,Severe Weather,2025-10-09 18:45:00
CXL003618,FLT0074382,Low Booking Demand,2025-10-01 17:30:00
CXL003619,FLT0074408,Mechanical Issue,2025-10-15 08:15:00
CXL003620,FLT0074422,Severe Weather,2026-02-12 22:30:00
CXL003621,FLT0074430,Severe Weather,2026-03-10 06:45:00
CXL003622,FLT0074465,Mechanical Issue,2025-09-21 03:00:00
CXL003623,FLT0074485,Severe Weather,2026-02-02 17:15:00
CXL003624,FLT0074496,Low Booking Demand,2026-06-01 16:00:00
CXL003625,FLT0074586,Severe Weather,2026-03-27 11:15:00
CXL003626,FLT0074598,Crew Shortage,2026-05-12 05:45:00
CXL003627,FLT0074614,Airport Closure,2026-02-01 19:45:00
CXL003628,FLT0074622,Airport Closure,2025-09-10 19:30:00
CXL003629,FLT0074657,Low Booking Demand,2025-10-20 06:15:00
CXL003630,FLT0074665,Severe Weather,2026-01-10 03:45:00
CXL003631,FLT0074690,Crew Shortage,2026-07-14 10:30:00
CXL003632,FLT0074715,Mechanical Issue,2025-10-14 23:45:00
CXL003633,FLT0074717,Severe Weather,2025-09-17 22:30:00
CXL003634,FLT0074736,Mechanical Issue,2025-09-06 00:45:00
CXL003635,FLT0074738,Airport Closure,2025-09-18 18:45:00
CXL003636,FLT0074766,Air Traffic Control,2025-08-01 16:45:00
CXL003637,FLT0074778,Airport Closure,2026-04-20 22:00:00
CXL003638,FLT0074779,Air Traffic Control,2026-03-26 17:15:00
CXL003639,FLT0074789,Severe Weather,2026-01-07 15:45:00
CXL003640,FLT0074804,Air Traffic Control,2026-04-02 13:00:00
CXL003641,FLT0074811,Airport Closure,2026-07-13 23:30:00
CXL003642,FLT0074824,Airport Closure,2025-09-24 11:30:00
CXL003643,FLT0074859,Crew Shortage,2026-06-25 13:45:00
CXL003644,FLT0074861,Airport Closure,2025-09-02 23:45:00
CXL003645,FLT0074886,Severe Weather,2026-06-22 15:30:00
CXL003646,FLT0074905,Crew Shortage,2026-02-04 09:45:00
CXL003647,FLT0074918,Airport Closure,2026-06-27 03:30:00
