seat_assignment_id,flight_id,aircraft_id,seat_number,passenger_id,class
SA00165269,FLT0046739,ACFT00506,35B,PAX00196787,Economy
SA00165270,FLT0044314,ACFT00013,37G,PAX00196789,Economy
SA00165271,FLT0040494,ACFT00482,14D,PAX00196790,Economy
SA00165272,FLT0072315,ACFT00015,3C,PAX00196791,Premium Economy
SA00165273,FLT0013737,ACFT00486,15G,PAX00196792,Economy
SA00165274,FLT0013737,ACFT00486,38A,PAX00196793,First
SA00165275,FLT0013737,ACFT00486,5J,PAX00196794,Business
SA00165276,FLT0026703,ACFT00069,23K,PAX00196795,Economy
SA00165277,FLT0026703,ACFT00069,21C,PAX00196796,Economy
SA00165278,FLT0010819,ACFT00169,17B,PAX00196797,Economy
SA00165279,FLT0003953,ACFT00313,11D,PAX00196802,Economy
SA00165280,FLT0030832,ACFT00585,11J,PAX00196803,Economy
SA00165281,FLT0037082,ACFT00486,25H,PAX00196804,Economy
SA00165282,FLT0037082,ACFT00486,12A,PAX00196805,Economy
SA00165283,FLT0031849,ACFT00541,7F,PAX00196806,Premium Economy
SA00165284,FLT0031849,ACFT00541,25D,PAX00196807,Economy
SA00165285,FLT0053490,ACFT00584,12D,PAX00196808,Economy
SA00165286,FLT0020697,ACFT00496,3H,PAX00196809,Business
SA00165287,FLT0010563,ACFT00296,24E,PAX00196810,Economy
SA00165288,FLT0077337,ACFT00439,14E,PAX00196816,Economy
SA00165289,FLT0043679,ACFT00530,39F,PAX00196817,Business
SA00165290,FLT0043679,ACFT00530,35J,PAX00196818,Economy
SA00165291,FLT0008873,ACFT00600,5D,PAX00196819,Economy
SA00165292,FLT0008873,ACFT00600,6H,PAX00196820,Economy
SA00165293,FLT0078434,ACFT00248,32G,PAX00196822,Premium Economy
SA00165294,FLT0078434,ACFT00248,3A,PAX00196823,Economy
SA00165295,FLT0078434,ACFT00248,2G,PAX00196824,Economy
SA00165296,FLT0031931,ACFT00163,19A,PAX00196825,Business
SA00165297,FLT0031931,ACFT00163,42B,PAX00196826,Economy
SA00165298,FLT0066167,ACFT00131,14A,PAX00196827,Economy
SA00165299,FLT0066167,ACFT00131,19H,PAX00196828,Business
SA00165300,FLT0002525,ACFT00112,8H,PAX00196829,Economy
SA00165301,FLT0037122,ACFT00246,31H,PAX00196830,Premium Economy
SA00165302,FLT0065093,ACFT00347,34K,PAX00196834,Economy
SA00165303,FLT0067570,ACFT00107,42D,PAX00196835,Economy
SA00165304,FLT0038345,ACFT00350,3E,PAX00196836,Premium Economy
SA00165305,FLT0046288,ACFT00395,42F,PAX00196837,Economy
SA00165306,FLT0004067,ACFT00490,14K,PAX00196838,Economy
SA00165307,FLT0069833,ACFT00452,21F,PAX00196839,Economy
SA00165308,FLT0017066,ACFT00064,15A,PAX00196840,Economy
SA00165309,FLT0032609,ACFT00479,21E,PAX00196841,Business
SA00165310,FLT0032609,ACFT00479,42G,PAX00196842,Premium Economy
SA00165311,FLT0061680,ACFT00552,13H,PAX00196843,Business
SA00165312,FLT0032415,ACFT00484,1A,PAX00196844,Economy
SA00165313,FLT0026177,ACFT00062,11A,PAX00196847,Economy
SA00165314,FLT0020874,ACFT00058,26B,PAX00196848,Economy
SA00165315,FLT0020874,ACFT00058,2G,PAX00196849,Economy
SA00165316,FLT0006721,ACFT00355,17K,PAX00196852,Premium Economy
SA00165317,FLT0068994,ACFT00261,31J,PAX00196855,Economy
SA00165318,FLT0012123,ACFT00428,30C,PAX00196856,Economy
SA00165319,FLT0012123,ACFT00428,39E,PAX00196857,Economy
SA00165320,FLT0012123,ACFT00428,2K,PAX00196858,Economy
SA00165321,FLT0012123,ACFT00428,13J,PAX00196859,Economy
SA00165322,FLT0056452,ACFT00077,42A,PAX00196863,Economy
SA00165323,FLT0056452,ACFT00077,42E,PAX00196864,Economy
SA00165324,FLT0039512,ACFT00074,29J,PAX00196865,Economy
SA00165325,FLT0049957,ACFT00192,2G,PAX00196866,Economy
SA00165326,FLT0079390,ACFT00051,33G,PAX00196867,Economy
SA00165327,FLT0079390,ACFT00051,13E,PAX00196868,Economy
SA00165328,FLT0079390,ACFT00051,43H,PAX00196869,Economy
SA00165329,FLT0079390,ACFT00051,22B,PAX00196870,Economy
SA00165330,FLT0036818,ACFT00552,43H,PAX00196871,Premium Economy
SA00165331,FLT0036818,ACFT00552,38C,PAX00196872,Economy
SA00165332,FLT0025341,ACFT00202,11F,PAX00196873,Economy
SA00165333,FLT0025341,ACFT00202,44E,PAX00196874,Economy
SA00165334,FLT0025341,ACFT00202,30F,PAX00196875,Economy
SA00165335,FLT0078415,ACFT00184,29C,PAX00196876,Economy
SA00165336,FLT0020553,ACFT00194,28A,PAX00196877,Economy
SA00165337,FLT0020553,ACFT00194,6G,PAX00196878,Economy
SA00165338,FLT0020553,ACFT00194,19J,PAX00196879,Economy
SA00165339,FLT0052788,ACFT00555,18G,PAX00196880,Premium Economy
SA00165340,FLT0045216,ACFT00388,23K,PAX00196881,Economy
SA00165341,FLT0076843,ACFT00304,25J,PAX00196882,Economy
SA00165342,FLT0032646,ACFT00229,42B,PAX00196883,Premium Economy
SA00165343,FLT0076364,ACFT00255,10E,PAX00196884,Economy
SA00165344,FLT0036737,ACFT00047,12D,PAX00196887,First
SA00165345,FLT0036737,ACFT00047,27G,PAX00196888,Economy
SA00165346,FLT0072818,ACFT00345,1B,PAX00196889,Premium Economy
SA00165347,FLT0072818,ACFT00345,44E,PAX00196890,Economy
SA00165348,FLT0072818,ACFT00345,21F,PAX00196891,Economy
SA00165349,FLT0061527,ACFT00390,13J,PAX00196893,Economy
SA00165350,FLT0061527,ACFT00390,16F,PAX00196894,Economy
SA00165351,FLT0013414,ACFT00306,38C,PAX00196895,Economy
SA00165352,FLT0044666,ACFT00091,41D,PAX00196896,Economy
SA00165353,FLT0044666,ACFT00091,35J,PAX00196897,Premium Economy
SA00165354,FLT0028520,ACFT00235,4E,PAX00196898,Economy
SA00165355,FLT0028520,ACFT00235,22C,PAX00196899,Premium Economy
SA00165356,FLT0033107,ACFT00160,20E,PAX00196900,Economy
SA00165357,FLT0033107,ACFT00160,18C,PAX00196901,Business
SA00165358,FLT0026984,ACFT00493,39B,PAX00196902,Business
SA00165359,FLT0026984,ACFT00493,29C,PAX00196903,Economy
SA00165360,FLT0026984,ACFT00493,36B,PAX00196904,Economy
SA00165361,FLT0052515,ACFT00179,8K,PAX00196905,Economy
SA00165362,FLT0029750,ACFT00164,35B,PAX00196907,Economy
SA00165363,FLT0061556,ACFT00038,42G,PAX00196908,Economy
SA00165364,FLT0034642,ACFT00272,36E,PAX00196909,Economy
SA00165365,FLT0013477,ACFT00211,13J,PAX00196910,Economy
SA00165366,FLT0013477,ACFT00211,41G,PAX00196911,First
SA00165367,FLT0014932,ACFT00515,8C,PAX00196912,Economy
SA00165368,FLT0054088,ACFT00456,40C,PAX00196914,Economy
SA00165369,FLT0059813,ACFT00578,9E,PAX00196915,Premium Economy
SA00165370,FLT0057402,ACFT00102,18F,PAX00196916,Economy
SA00165371,FLT0057402,ACFT00102,33G,PAX00196917,Economy
SA00165372,FLT0013855,ACFT00278,39H,PAX00196918,Economy
SA00165373,FLT0013855,ACFT00278,41A,PAX00196919,Economy
SA00165374,FLT0054911,ACFT00597,16E,PAX00196920,Business
SA00165375,FLT0054911,ACFT00597,44H,PAX00196921,Economy
SA00165376,FLT0054911,ACFT00597,28G,PAX00196922,Premium Economy
SA00165377,FLT0002699,ACFT00117,38D,PAX00196923,Economy
SA00165378,FLT0021890,ACFT00535,20C,PAX00196924,Economy
SA00165379,FLT0021890,ACFT00535,39E,PAX00196925,Economy
SA00165380,FLT0021890,ACFT00535,5D,PAX00196926,Business
SA00165381,FLT0032298,ACFT00365,22A,PAX00196927,Economy
SA00165382,FLT0071418,ACFT00336,35A,PAX00196928,First
SA00165383,FLT0071418,ACFT00336,40J,PAX00196929,Economy
SA00165384,FLT0065411,ACFT00484,43B,PAX00196930,Economy
SA00165385,FLT0065411,ACFT00484,11H,PAX00196931,Premium Economy
SA00165386,FLT0022916,ACFT00281,7A,PAX00196932,Economy
SA00165387,FLT0066966,ACFT00349,14K,PAX00196933,Economy
SA00165388,FLT0066966,ACFT00349,13H,PAX00196934,Economy
SA00165389,FLT0065188,ACFT00427,29C,PAX00196935,Economy
SA00165390,FLT0016520,ACFT00223,37B,PAX00196936,Economy
SA00165391,FLT0016520,ACFT00223,36E,PAX00196937,Premium Economy
SA00165392,FLT0067981,ACFT00226,16F,PAX00196938,Economy
SA00165393,FLT0067981,ACFT00226,10G,PAX00196939,Premium Economy
SA00165394,FLT0002544,ACFT00017,34B,PAX00196941,Economy
SA00165395,FLT0062121,ACFT00600,19H,PAX00196942,Economy
SA00165396,FLT0062121,ACFT00600,25K,PAX00196943,Economy
SA00165397,FLT0043132,ACFT00579,42B,PAX00196944,Business
SA00165398,FLT0043132,ACFT00579,20E,PAX00196945,Business
SA00165399,FLT0043132,ACFT00579,1F,PAX00196946,Premium Economy
SA00165400,FLT0043132,ACFT00579,29A,PAX00196947,Premium Economy
SA00165401,FLT0028461,ACFT00112,13B,PAX00196948,Economy
SA00165402,FLT0068213,ACFT00348,4C,PAX00196950,Economy
SA00165403,FLT0014441,ACFT00053,24A,PAX00196951,Economy
SA00165404,FLT0065556,ACFT00577,7D,PAX00196953,Economy
SA00165405,FLT0065556,ACFT00577,19B,PAX00196954,Economy
SA00165406,FLT0070131,ACFT00462,38C,PAX00196955,Economy
SA00165407,FLT0000053,ACFT00450,6F,PAX00196956,Economy
SA00165408,FLT0041938,ACFT00288,1H,PAX00196958,Business
SA00165409,FLT0041938,ACFT00288,39G,PAX00196959,Economy
SA00165410,FLT0041938,ACFT00288,26E,PAX00196960,Business
SA00165411,FLT0034557,ACFT00209,5D,PAX00196961,Economy
SA00165412,FLT0034557,ACFT00209,33C,PAX00196962,Economy
SA00165413,FLT0079474,ACFT00511,29C,PAX00196964,Economy
SA00165414,FLT0010545,ACFT00423,18B,PAX00196966,Economy
SA00165415,FLT0010545,ACFT00423,15J,PAX00196967,Economy
SA00165416,FLT0027104,ACFT00013,2E,PAX00196968,Economy
SA00165417,FLT0027104,ACFT00013,10C,PAX00196969,Economy
SA00165418,FLT0027104,ACFT00013,36K,PAX00196970,Economy
SA00165419,FLT0027104,ACFT00013,43C,PAX00196971,Economy
SA00165420,FLT0057202,ACFT00578,13A,PAX00196972,Economy
SA00165421,FLT0057202,ACFT00578,6G,PAX00196973,Economy
SA00165422,FLT0051002,ACFT00051,32K,PAX00196974,Economy
SA00165423,FLT0030312,ACFT00010,35D,PAX00196979,Economy
SA00165424,FLT0040945,ACFT00503,15B,PAX00196980,Premium Economy
SA00165425,FLT0040945,ACFT00503,13A,PAX00196981,First
SA00165426,FLT0040945,ACFT00503,41H,PAX00196982,Business
SA00165427,FLT0003118,ACFT00154,41C,PAX00196983,Economy
SA00165428,FLT0003118,ACFT00154,26A,PAX00196984,Economy
SA00165429,FLT0076106,ACFT00533,40J,PAX00196986,Economy
SA00165430,FLT0021617,ACFT00246,28J,PAX00196987,Premium Economy
SA00165431,FLT0021617,ACFT00246,43D,PAX00196988,Premium Economy
SA00165432,FLT0050178,ACFT00363,28J,PAX00196989,Premium Economy
SA00165433,FLT0050178,ACFT00363,30K,PAX00196990,Business
SA00165434,FLT0050178,ACFT00363,41E,PAX00196991,Economy
SA00165435,FLT0043350,ACFT00379,32B,PAX00196992,Premium Economy
SA00165436,FLT0013300,ACFT00239,10G,PAX00196993,Economy
SA00165437,FLT0041244,ACFT00392,6D,PAX00196994,Economy
SA00165438,FLT0041244,ACFT00392,24G,PAX00196995,Economy
SA00165439,FLT0031507,ACFT00330,19G,PAX00196996,Premium Economy
SA00165440,FLT0031507,ACFT00330,43G,PAX00196997,First
SA00165441,FLT0063932,ACFT00278,18K,PAX00196998,Economy
SA00165442,FLT0063932,ACFT00278,17E,PAX00196999,Economy
SA00165443,FLT0063932,ACFT00278,21C,PAX00197000,Economy
SA00165444,FLT0058886,ACFT00554,41B,PAX00197001,Economy
SA00165445,FLT0058886,ACFT00554,4F,PAX00197002,Economy
SA00165446,FLT0011665,ACFT00131,28J,PAX00197003,Economy
SA00165447,FLT0060198,ACFT00549,33B,PAX00197005,Premium Economy
SA00165448,FLT0066001,ACFT00212,8H,PAX00197007,Economy
SA00165449,FLT0066001,ACFT00212,38G,PAX00197008,Economy
SA00165450,FLT0043350,ACFT00379,14A,PAX00197009,Economy
SA00165451,FLT0004032,ACFT00447,24A,PAX00197010,Economy
SA00165452,FLT0009790,ACFT00133,13K,PAX00197011,Economy
SA00165453,FLT0007862,ACFT00526,38B,PAX00197012,Economy
SA00165454,FLT0068590,ACFT00512,33C,PAX00197016,Economy
SA00165455,FLT0068590,ACFT00512,33G,PAX00197017,Premium Economy
SA00165456,FLT0068590,ACFT00512,39H,PAX00197018,Economy
SA00165457,FLT0056968,ACFT00556,44C,PAX00197019,Economy
SA00165458,FLT0015597,ACFT00587,39B,PAX00197020,Economy
SA00165459,FLT0015597,ACFT00587,37G,PAX00197022,Economy
SA00165460,FLT0027331,ACFT00448,36F,PAX00197023,Business
SA00165461,FLT0027331,ACFT00448,37G,PAX00197024,Premium Economy
SA00165462,FLT0027331,ACFT00448,44B,PAX00197025,Economy
SA00165463,FLT0054118,ACFT00452,38G,PAX00197026,Economy
SA00165464,FLT0055360,ACFT00115,24E,PAX00197027,Business
SA00165465,FLT0049469,ACFT00541,39H,PAX00197028,Economy
SA00165466,FLT0012117,ACFT00009,34C,PAX00197029,Economy
SA00165467,FLT0012117,ACFT00009,19H,PAX00197030,Economy
SA00165468,FLT0008782,ACFT00270,20E,PAX00197031,Economy
SA00165469,FLT0008782,ACFT00270,15G,PAX00197032,Economy
SA00165470,FLT0041196,ACFT00218,9E,PAX00197033,Economy
SA00165471,FLT0041084,ACFT00422,29J,PAX00197034,Business
SA00165472,FLT0041084,ACFT00422,3G,PAX00197035,Economy
SA00165473,FLT0042147,ACFT00329,31H,PAX00197036,Economy
SA00165474,FLT0042147,ACFT00329,11A,PAX00197037,Economy
SA00165475,FLT0001155,ACFT00453,3G,PAX00197038,Economy
SA00165476,FLT0001155,ACFT00453,2B,PAX00197039,Business
SA00165477,FLT0070410,ACFT00151,37K,PAX00197040,Business
SA00165478,FLT0057961,ACFT00142,23G,PAX00197041,Premium Economy
SA00165479,FLT0057961,ACFT00142,17F,PAX00197042,Economy
SA00165480,FLT0079874,ACFT00041,36G,PAX00197044,Economy
SA00165481,FLT0079874,ACFT00041,36H,PAX00197045,Economy
SA00165482,FLT0079874,ACFT00041,31K,PAX00197046,Economy
SA00165483,FLT0075183,ACFT00598,14A,PAX00197047,Economy
SA00165484,FLT0075183,ACFT00598,21B,PAX00197048,Economy
SA00165485,FLT0039925,ACFT00351,42K,PAX00197050,Economy
SA00165486,FLT0027495,ACFT00590,8H,PAX00197051,Economy
SA00165487,FLT0027495,ACFT00590,20F,PAX00197052,Economy
SA00165488,FLT0018927,ACFT00090,42C,PAX00197053,Economy
SA00165489,FLT0018927,ACFT00090,22C,PAX00197054,Business
SA00165490,FLT0002125,ACFT00443,21B,PAX00197056,Economy
SA00165491,FLT0002125,ACFT00443,31C,PAX00197058,Economy
SA00165492,FLT0031369,ACFT00430,17G,PAX00197060,Premium Economy
SA00165493,FLT0031369,ACFT00430,44E,PAX00197061,Premium Economy
SA00165494,FLT0064608,ACFT00422,21G,PAX00197062,Business
SA00165495,FLT0007835,ACFT00313,15D,PAX00197063,Economy
SA00165496,FLT0007835,ACFT00313,30A,PAX00197064,Economy
SA00165497,FLT0020292,ACFT00371,29A,PAX00197065,Business
SA00165498,FLT0020292,ACFT00371,9K,PAX00197067,Economy
SA00165499,FLT0013273,ACFT00184,41B,PAX00197068,Economy
SA00165500,FLT0013273,ACFT00184,3G,PAX00197069,Business
SA00165501,FLT0036150,ACFT00435,39A,PAX00197070,Economy
SA00165502,FLT0027348,ACFT00531,20C,PAX00197071,Premium Economy
SA00165503,FLT0027348,ACFT00531,37H,PAX00197072,Economy
SA00165504,FLT0039063,ACFT00447,32K,PAX00197073,Economy
SA00165505,FLT0058316,ACFT00419,3B,PAX00197074,Economy
SA00165506,FLT0058316,ACFT00419,25H,PAX00197075,Economy
SA00165507,FLT0001768,ACFT00441,17F,PAX00197076,Economy
SA00165508,FLT0055969,ACFT00130,7E,PAX00197077,Premium Economy
SA00165509,FLT0055969,ACFT00130,39J,PAX00197078,Economy
SA00165510,FLT0048585,ACFT00176,29G,PAX00197079,Economy
SA00165511,FLT0048585,ACFT00176,13F,PAX00197080,Premium Economy
SA00165512,FLT0070645,ACFT00485,23H,PAX00197081,Business
SA00165513,FLT0015996,ACFT00385,25K,PAX00197082,Economy
SA00165514,FLT0006211,ACFT00395,9B,PAX00197083,Economy
SA00165515,FLT0006211,ACFT00395,21F,PAX00197084,Economy
SA00165516,FLT0027227,ACFT00215,3E,PAX00197085,Premium Economy
SA00165517,FLT0027227,ACFT00215,40A,PAX00197086,Economy
SA00165518,FLT0004537,ACFT00143,11A,PAX00197087,Premium Economy
SA00165519,FLT0002890,ACFT00474,37G,PAX00197088,Economy
SA00165520,FLT0008563,ACFT00357,14H,PAX00197089,Premium Economy
SA00165521,FLT0046471,ACFT00230,32F,PAX00197090,Economy
SA00165522,FLT0046471,ACFT00230,37G,PAX00197091,Economy
SA00165523,FLT0046471,ACFT00230,17K,PAX00197092,Premium Economy
SA00165524,FLT0022085,ACFT00123,30E,PAX00197093,Economy
SA00165525,FLT0035938,ACFT00003,41H,PAX00197094,Economy
SA00165526,FLT0035938,ACFT00003,17H,PAX00197095,Economy
SA00165527,FLT0035938,ACFT00003,5C,PAX00197096,Economy
SA00165528,FLT0014195,ACFT00105,20E,PAX00197098,Premium Economy
SA00165529,FLT0014195,ACFT00105,27G,PAX00197099,Premium Economy
SA00165530,FLT0014195,ACFT00105,23E,PAX00197100,Economy
SA00165531,FLT0069547,ACFT00118,22A,PAX00197101,Premium Economy
SA00165532,FLT0060082,ACFT00415,40E,PAX00197102,Economy
SA00165533,FLT0060082,ACFT00415,18G,PAX00197103,Economy
SA00165534,FLT0054678,ACFT00365,15B,PAX00197104,Economy
SA00165535,FLT0037292,ACFT00245,10A,PAX00197105,Economy
SA00165536,FLT0068273,ACFT00125,24H,PAX00197108,Economy
SA00165537,FLT0068273,ACFT00125,16D,PAX00197109,Economy
SA00165538,FLT0022557,ACFT00051,42H,PAX00197112,Economy
SA00165539,FLT0022557,ACFT00051,12H,PAX00197113,Economy
SA00165540,FLT0011932,ACFT00268,28D,PAX00197114,Economy
SA00165541,FLT0011932,ACFT00268,12A,PAX00197115,Economy
SA00165542,FLT0011932,ACFT00268,2A,PAX00197116,Economy
SA00165543,FLT0001118,ACFT00483,20D,PAX00197118,Economy
SA00165544,FLT0014841,ACFT00185,44K,PAX00197119,Economy
SA00165545,FLT0014841,ACFT00185,41A,PAX00197120,Economy
SA00165546,FLT0042140,ACFT00290,23K,PAX00197121,Economy
SA00165547,FLT0005506,ACFT00443,34H,PAX00197122,Economy
SA00165548,FLT0042933,ACFT00007,24B,PAX00197123,Business
SA00165549,FLT0042933,ACFT00007,4J,PAX00197124,Economy
SA00165550,FLT0032681,ACFT00588,12A,PAX00197125,Economy
SA00165551,FLT0011425,ACFT00391,30F,PAX00197126,Economy
SA00165552,FLT0011425,ACFT00391,2F,PAX00197127,Economy
SA00165553,FLT0011425,ACFT00391,8A,PAX00197129,First
SA00165554,FLT0047254,ACFT00355,2J,PAX00197131,Economy
SA00165555,FLT0069051,ACFT00450,23K,PAX00197133,Economy
SA00165556,FLT0069051,ACFT00450,12B,PAX00197134,Economy
SA00165557,FLT0041747,ACFT00427,16D,PAX00197136,Economy
SA00165558,FLT0041747,ACFT00427,41F,PAX00197137,Economy
SA00165559,FLT0041747,ACFT00427,7D,PAX00197138,Economy
SA00165560,FLT0008801,ACFT00464,20G,PAX00197139,Economy
SA00165561,FLT0045685,ACFT00065,12A,PAX00197140,Premium Economy
SA00165562,FLT0019058,ACFT00028,16E,PAX00197141,Economy
SA00165563,FLT0074091,ACFT00462,4H,PAX00197142,Premium Economy
SA00165564,FLT0079644,ACFT00408,43A,PAX00197143,Economy
SA00165565,FLT0079644,ACFT00408,26A,PAX00197144,Economy
SA00165566,FLT0079163,ACFT00415,27G,PAX00197145,Economy
SA00165567,FLT0079163,ACFT00415,25C,PAX00197146,Economy
SA00165568,FLT0079163,ACFT00415,22D,PAX00197148,Premium Economy
SA00165569,FLT0057846,ACFT00589,4A,PAX00197149,Economy
SA00165570,FLT0057846,ACFT00589,30F,PAX00197150,Economy
SA00165571,FLT0054772,ACFT00154,39H,PAX00197151,Economy
SA00165572,FLT0045413,ACFT00452,12G,PAX00197152,Premium Economy
SA00165573,FLT0048240,ACFT00019,38E,PAX00197153,Economy
SA00165574,FLT0059760,ACFT00262,38H,PAX00197154,Economy
SA00165575,FLT0059760,ACFT00262,4J,PAX00197155,Economy
SA00165576,FLT0000615,ACFT00136,41K,PAX00197156,Economy
SA00165577,FLT0035379,ACFT00348,22J,PAX00197157,Economy
SA00165578,FLT0035379,ACFT00348,44C,PAX00197158,Economy
SA00165579,FLT0059870,ACFT00402,43K,PAX00197159,Economy
SA00165580,FLT0059870,ACFT00402,44F,PAX00197160,Premium Economy
SA00165581,FLT0059870,ACFT00402,34J,PAX00197161,Business
SA00165582,FLT0059870,ACFT00402,5E,PAX00197162,Economy
SA00165583,FLT0023944,ACFT00306,12G,PAX00197163,Economy
SA00165584,FLT0070809,ACFT00286,26J,PAX00197164,Economy
SA00165585,FLT0070809,ACFT00286,39A,PAX00197165,Business
SA00165586,FLT0070809,ACFT00286,16A,PAX00197166,Economy
SA00165587,FLT0070809,ACFT00286,25F,PAX00197167,Economy
SA00165588,FLT0069240,ACFT00316,21D,PAX00197169,Economy
SA00165589,FLT0069240,ACFT00316,4D,PAX00197170,Economy
SA00165590,FLT0040516,ACFT00298,31G,PAX00197171,Economy
SA00165591,FLT0040516,ACFT00298,24B,PAX00197172,Premium Economy
SA00165592,FLT0063524,ACFT00194,43B,PAX00197173,Economy
SA00165593,FLT0063524,ACFT00194,29G,PAX00197174,Economy
SA00165594,FLT0063524,ACFT00194,29J,PAX00197175,Economy
SA00165595,FLT0040814,ACFT00518,1F,PAX00197177,Economy
SA00165596,FLT0024565,ACFT00408,23H,PAX00197178,Economy
SA00165597,FLT0024565,ACFT00408,32H,PAX00197179,Economy
SA00165598,FLT0070032,ACFT00564,11C,PAX00197181,Economy
SA00165599,FLT0070032,ACFT00564,2G,PAX00197182,Business
SA00165600,FLT0070032,ACFT00564,43C,PAX00197183,Business
SA00165601,FLT0027936,ACFT00362,1G,PAX00197184,Economy
SA00165602,FLT0029669,ACFT00200,32F,PAX00197185,Business
SA00165603,FLT0057457,ACFT00497,27C,PAX00197186,Economy
SA00165604,FLT0043153,ACFT00591,33C,PAX00197187,Premium Economy
SA00165605,FLT0043153,ACFT00591,41G,PAX00197188,Economy
SA00165606,FLT0069373,ACFT00310,40H,PAX00197189,Business
SA00165607,FLT0021293,ACFT00438,12E,PAX00197194,Economy
SA00165608,FLT0059998,ACFT00240,6C,PAX00197195,Economy
SA00165609,FLT0059998,ACFT00240,11B,PAX00197196,Business
SA00165610,FLT0027503,ACFT00529,12H,PAX00197197,Economy
SA00165611,FLT0027503,ACFT00529,31K,PAX00197198,Business
SA00165612,FLT0027503,ACFT00529,26E,PAX00197199,Economy
SA00165613,FLT0054065,ACFT00197,6C,PAX00197200,Economy
SA00165614,FLT0054065,ACFT00197,7E,PAX00197201,Economy
SA00165615,FLT0075985,ACFT00119,15C,PAX00197202,Economy
SA00165616,FLT0063302,ACFT00164,4D,PAX00197203,Economy
SA00165617,FLT0039561,ACFT00476,40K,PAX00197204,Premium Economy
SA00165618,FLT0039561,ACFT00476,25H,PAX00197205,Premium Economy
SA00165619,FLT0033367,ACFT00222,6H,PAX00197206,Premium Economy
SA00165620,FLT0033367,ACFT00222,24E,PAX00197207,Economy
SA00165621,FLT0003844,ACFT00325,6G,PAX00197208,Economy
SA00165622,FLT0043166,ACFT00092,43C,PAX00197209,Economy
SA00165623,FLT0001934,ACFT00376,11F,PAX00197210,Premium Economy
SA00165624,FLT0036842,ACFT00347,13J,PAX00197211,Economy
SA00165625,FLT0014791,ACFT00013,27C,PAX00197212,Economy
SA00165626,FLT0014791,ACFT00013,7K,PAX00197213,Economy
SA00165627,FLT0002988,ACFT00209,24A,PAX00197214,Economy
SA00165628,FLT0002988,ACFT00209,19C,PAX00197215,Economy
SA00165629,FLT0023244,ACFT00593,14H,PAX00197216,Economy
SA00165630,FLT0023244,ACFT00593,14A,PAX00197217,Premium Economy
SA00165631,FLT0061052,ACFT00501,40E,PAX00197218,Economy
SA00165632,FLT0012204,ACFT00096,42K,PAX00197219,Economy
SA00165633,FLT0012204,ACFT00096,24H,PAX00197220,Economy
SA00165634,FLT0034256,ACFT00153,14J,PAX00197221,Economy
SA00165635,FLT0016343,ACFT00144,24G,PAX00197222,Economy
SA00165636,FLT0016343,ACFT00144,38E,PAX00197223,Business
SA00165637,FLT0044676,ACFT00419,21C,PAX00197224,Economy
SA00165638,FLT0012790,ACFT00441,29C,PAX00197225,Economy
SA00165639,FLT0012790,ACFT00441,32D,PAX00197226,Economy
SA00165640,FLT0009305,ACFT00380,11C,PAX00197227,Economy
SA00165641,FLT0009305,ACFT00380,29B,PAX00197228,Economy
SA00165642,FLT0041924,ACFT00263,28G,PAX00197229,Economy
SA00165643,FLT0068834,ACFT00028,41H,PAX00197231,Economy
SA00165644,FLT0068834,ACFT00028,29G,PAX00197232,Economy
SA00165645,FLT0022409,ACFT00193,13J,PAX00197233,Economy
SA00165646,FLT0061155,ACFT00126,11A,PAX00197234,Economy
SA00165647,FLT0049637,ACFT00468,2B,PAX00197240,First
SA00165648,FLT0030452,ACFT00225,18K,PAX00197241,Economy
SA00165649,FLT0048156,ACFT00597,19E,PAX00197242,Economy
SA00165650,FLT0048156,ACFT00597,11K,PAX00197243,Economy
SA00165651,FLT0049663,ACFT00508,17K,PAX00197250,Economy
